name,shot_made_flag,shot_type,shot_distance,x,y
Stephen Curry,1,2PT Field Goal,2,-21,0
Stephen Curry,1,2PT Field Goal,1,-10,-5
Stephen Curry,1,2PT Field Goal,1,-11,12
Stephen Curry,1,2PT Field Goal,1,10,9
Stephen Curry,1,2PT Field Goal,1,17,3
Stephen Curry,0,2PT Field Goal,0,-4,0
Stephen Curry,1,2PT Field Goal,0,-5,-2
Stephen Curry,1,2PT Field Goal,0,-2,7
Stephen Curry,1,2PT Field Goal,4,34,22
Stephen Curry,1,2PT Field Goal,1,-18,1
Stephen Curry,1,2PT Field Goal,1,-15,1
Stephen Curry,0,2PT Field Goal,2,1,26
Stephen Curry,1,2PT Field Goal,2,-27,11
Stephen Curry,1,2PT Field Goal,2,23,15
Stephen Curry,1,2PT Field Goal,0,-8,4
Stephen Curry,1,2PT Field Goal,1,1,11
Stephen Curry,1,2PT Field Goal,3,-26,17
Stephen Curry,1,2PT Field Goal,1,1,12
Stephen Curry,1,2PT Field Goal,1,-11,3
Stephen Curry,1,2PT Field Goal,2,24,9
Stephen Curry,1,2PT Field Goal,1,-15,11
Stephen Curry,1,2PT Field Goal,4,28,31
Stephen Curry,1,2PT Field Goal,1,-11,6
Stephen Curry,0,2PT Field Goal,0,7,7
Stephen Curry,1,2PT Field Goal,1,-11,7
Stephen Curry,1,2PT Field Goal,1,-5,15
Stephen Curry,1,2PT Field Goal,1,-4,-10
Stephen Curry,1,2PT Field Goal,2,-15,17
Stephen Curry,0,2PT Field Goal,0,6,6
Stephen Curry,1,2PT Field Goal,0,0,1
Stephen Curry,1,2PT Field Goal,1,-2,19
Stephen Curry,1,2PT Field Goal,1,-2,-10
Stephen Curry,1,2PT Field Goal,0,-4,3
Stephen Curry,1,2PT Field Goal,0,6,3
Stephen Curry,1,2PT Field Goal,1,13,11
Stephen Curry,1,2PT Field Goal,2,20,-2
Stephen Curry,1,2PT Field Goal,1,9,15
Stephen Curry,0,2PT Field Goal,1,18,0
Stephen Curry,0,2PT Field Goal,2,-18,15
Stephen Curry,1,2PT Field Goal,2,0,22
Stephen Curry,1,2PT Field Goal,1,15,1
Stephen Curry,1,2PT Field Goal,0,-7,3
Stephen Curry,0,2PT Field Goal,0,9,0
Stephen Curry,1,2PT Field Goal,1,-11,7
Stephen Curry,1,2PT Field Goal,3,32,3
Stephen Curry,1,2PT Field Goal,0,7,4
Stephen Curry,1,2PT Field Goal,0,0,1
Stephen Curry,0,2PT Field Goal,2,15,17
Stephen Curry,0,2PT Field Goal,1,-2,17
Stephen Curry,1,2PT Field Goal,1,-10,1
Stephen Curry,1,2PT Field Goal,0,2,1
Stephen Curry,0,2PT Field Goal,1,-10,-2
Stephen Curry,0,2PT Field Goal,1,-11,4
Stephen Curry,0,2PT Field Goal,0,6,6
Stephen Curry,1,2PT Field Goal,1,4,14
Stephen Curry,1,2PT Field Goal,0,9,4
Stephen Curry,1,2PT Field Goal,3,-29,15
Stephen Curry,1,2PT Field Goal,1,-10,1
Stephen Curry,0,2PT Field Goal,1,-8,9
Stephen Curry,1,2PT Field Goal,1,17,9
Stephen Curry,0,2PT Field Goal,2,-21,12
Stephen Curry,1,2PT Field Goal,1,10,17
Stephen Curry,0,2PT Field Goal,2,15,14
Stephen Curry,0,2PT Field Goal,1,-10,7
Stephen Curry,1,2PT Field Goal,4,45,6
Stephen Curry,1,2PT Field Goal,1,-10,4
Stephen Curry,1,2PT Field Goal,2,23,4
Stephen Curry,1,2PT Field Goal,0,7,7
Stephen Curry,1,2PT Field Goal,1,12,15
Stephen Curry,1,2PT Field Goal,1,13,15
Stephen Curry,1,2PT Field Goal,1,13,1
Stephen Curry,1,2PT Field Goal,0,-8,-2
Stephen Curry,1,2PT Field Goal,1,13,-6
Stephen Curry,0,2PT Field Goal,2,18,15
Stephen Curry,1,2PT Field Goal,0,6,7
Stephen Curry,0,2PT Field Goal,2,-6,22
Stephen Curry,0,2PT Field Goal,1,0,19
Stephen Curry,1,2PT Field Goal,0,7,4
Stephen Curry,0,2PT Field Goal,2,-16,17
Stephen Curry,0,2PT Field Goal,0,-4,7
Stephen Curry,1,2PT Field Goal,1,9,17
Stephen Curry,1,2PT Field Goal,1,7,9
Stephen Curry,0,2PT Field Goal,2,-23,6
Stephen Curry,1,2PT Field Goal,0,9,3
Stephen Curry,1,2PT Field Goal,0,-8,0
Stephen Curry,1,2PT Field Goal,1,-10,14
Stephen Curry,1,2PT Field Goal,0,7,3
Stephen Curry,1,2PT Field Goal,0,2,9
Stephen Curry,1,2PT Field Goal,1,-15,4
Stephen Curry,1,2PT Field Goal,2,24,17
Stephen Curry,0,2PT Field Goal,0,4,6
Stephen Curry,1,2PT Field Goal,2,-24,3
Stephen Curry,1,2PT Field Goal,2,21,12
Stephen Curry,1,2PT Field Goal,2,18,15
Stephen Curry,1,2PT Field Goal,1,-16,9
Stephen Curry,1,2PT Field Goal,3,15,33
Stephen Curry,1,2PT Field Goal,0,6,7
Stephen Curry,1,2PT Field Goal,1,1,14
Stephen Curry,1,2PT Field Goal,1,12,3
Stephen Curry,1,2PT Field Goal,1,-10,12
Stephen Curry,1,2PT Field Goal,0,-2,-8
Stephen Curry,1,2PT Field Goal,1,-8,7
Stephen Curry,1,2PT Field Goal,0,-5,-2
Stephen Curry,1,2PT Field Goal,1,-15,11
Stephen Curry,1,2PT Field Goal,0,9,3
Stephen Curry,1,2PT Field Goal,1,-13,4
Stephen Curry,1,2PT Field Goal,0,1,3
Stephen Curry,1,2PT Field Goal,1,15,9
Stephen Curry,0,2PT Field Goal,1,7,9
Stephen Curry,0,2PT Field Goal,1,-7,17
Stephen Curry,1,2PT Field Goal,1,-18,6
Stephen Curry,1,2PT Field Goal,2,-10,20
Stephen Curry,1,2PT Field Goal,0,0,1
Stephen Curry,1,2PT Field Goal,0,0,1
Stephen Curry,1,2PT Field Goal,0,0,1
Stephen Curry,1,2PT Field Goal,15,149,39
Stephen Curry,1,2PT Field Goal,16,-160,45
Stephen Curry,1,3PT Field Goal,27,176,216
Stephen Curry,0,2PT Field Goal,18,163,89
Stephen Curry,1,2PT Field Goal,10,102,34
Stephen Curry,0,3PT Field Goal,26,119,236
Stephen Curry,1,2PT Field Goal,17,-175,25
Stephen Curry,1,2PT Field Goal,21,173,126
Stephen Curry,1,2PT Field Goal,3,28,14
Stephen Curry,1,2PT Field Goal,1,6,19
Stephen Curry,1,2PT Field Goal,3,0,30
Stephen Curry,1,2PT Field Goal,2,-23,-3
Stephen Curry,1,2PT Field Goal,10,18,101
Stephen Curry,0,2PT Field Goal,8,59,66
Stephen Curry,0,2PT Field Goal,5,48,26
Stephen Curry,1,2PT Field Goal,6,7,60
Stephen Curry,0,2PT Field Goal,11,102,53
Stephen Curry,0,2PT Field Goal,9,92,15
Stephen Curry,1,2PT Field Goal,3,0,37
Stephen Curry,0,2PT Field Goal,10,2,104
Stephen Curry,1,2PT Field Goal,4,45,9
Stephen Curry,1,2PT Field Goal,11,-4,119
Stephen Curry,1,2PT Field Goal,6,4,64
Stephen Curry,1,2PT Field Goal,9,-95,30
Stephen Curry,0,2PT Field Goal,10,91,42
Stephen Curry,1,2PT Field Goal,9,-86,45
Stephen Curry,0,2PT Field Goal,6,62,19
Stephen Curry,1,2PT Field Goal,17,-109,143
Stephen Curry,0,2PT Field Goal,13,31,134
Stephen Curry,0,2PT Field Goal,7,28,74
Stephen Curry,1,2PT Field Goal,11,-10,112
Stephen Curry,0,2PT Field Goal,13,24,135
Stephen Curry,1,2PT Field Goal,12,105,60
Stephen Curry,0,2PT Field Goal,9,2,96
Stephen Curry,0,2PT Field Goal,9,0,99
Stephen Curry,1,2PT Field Goal,6,13,64
Stephen Curry,1,2PT Field Goal,12,116,34
Stephen Curry,0,2PT Field Goal,12,65,104
Stephen Curry,1,2PT Field Goal,11,-37,108
Stephen Curry,1,2PT Field Goal,7,-51,52
Stephen Curry,1,2PT Field Goal,5,-18,50
Stephen Curry,0,2PT Field Goal,9,-8,96
Stephen Curry,1,2PT Field Goal,10,-2,104
Stephen Curry,0,2PT Field Goal,12,-4,121
Stephen Curry,0,2PT Field Goal,11,-111,-11
Stephen Curry,1,2PT Field Goal,12,-70,105
Stephen Curry,0,2PT Field Goal,18,-108,154
Stephen Curry,0,2PT Field Goal,6,-45,45
Stephen Curry,1,2PT Field Goal,14,65,124
Stephen Curry,1,2PT Field Goal,16,122,104
Stephen Curry,0,2PT Field Goal,5,6,50
Stephen Curry,1,2PT Field Goal,10,-15,107
Stephen Curry,0,2PT Field Goal,15,89,131
Stephen Curry,0,2PT Field Goal,7,24,69
Stephen Curry,1,2PT Field Goal,10,1,107
Stephen Curry,0,2PT Field Goal,5,4,56
Stephen Curry,0,2PT Field Goal,5,1,52
Stephen Curry,0,2PT Field Goal,6,13,67
Stephen Curry,0,2PT Field Goal,10,-95,53
Stephen Curry,0,2PT Field Goal,9,89,28
Stephen Curry,0,2PT Field Goal,18,157,93
Stephen Curry,1,2PT Field Goal,15,-152,41
Stephen Curry,1,2PT Field Goal,14,-122,75
Stephen Curry,0,2PT Field Goal,12,-100,67
Stephen Curry,1,2PT Field Goal,6,-64,22
Stephen Curry,1,2PT Field Goal,12,-103,77
Stephen Curry,1,2PT Field Goal,4,-40,26
Stephen Curry,1,3PT Field Goal,26,17,260
Stephen Curry,1,2PT Field Goal,5,-51,7
Stephen Curry,0,3PT Field Goal,27,-82,260
Stephen Curry,0,3PT Field Goal,26,-78,249
Stephen Curry,0,3PT Field Goal,25,-56,252
Stephen Curry,0,2PT Field Goal,12,102,75
Stephen Curry,0,2PT Field Goal,22,147,164
Stephen Curry,0,2PT Field Goal,15,-10,151
Stephen Curry,0,2PT Field Goal,8,-78,34
Stephen Curry,1,3PT Field Goal,24,-18,246
Stephen Curry,1,3PT Field Goal,24,225,99
Stephen Curry,0,2PT Field Goal,7,62,37
Stephen Curry,1,3PT Field Goal,26,-123,230
Stephen Curry,1,3PT Field Goal,26,-123,230
Stephen Curry,1,3PT Field Goal,24,-199,148
Stephen Curry,1,2PT Field Goal,17,-95,151
Stephen Curry,1,2PT Field Goal,22,146,170
Stephen Curry,1,3PT Field Goal,24,-155,189
Stephen Curry,1,3PT Field Goal,22,226,42
Stephen Curry,1,3PT Field Goal,24,122,211
Stephen Curry,1,3PT Field Goal,25,236,91
Stephen Curry,1,3PT Field Goal,27,21,272
Stephen Curry,1,3PT Field Goal,23,233,-10
Stephen Curry,1,3PT Field Goal,23,-231,22
Stephen Curry,1,3PT Field Goal,24,-84,230
Stephen Curry,0,3PT Field Goal,25,6,251
Stephen Curry,0,3PT Field Goal,28,152,242
Stephen Curry,1,3PT Field Goal,26,15,260
Stephen Curry,1,3PT Field Goal,25,138,211
Stephen Curry,1,3PT Field Goal,28,-188,214
Stephen Curry,1,3PT Field Goal,28,-171,224
Stephen Curry,1,3PT Field Goal,25,125,220
Stephen Curry,0,3PT Field Goal,51,40,518
Stephen Curry,1,2PT Field Goal,19,-157,118
Stephen Curry,0,3PT Field Goal,24,-138,205
Stephen Curry,1,2PT Field Goal,17,108,135
Stephen Curry,1,2PT Field Goal,12,53,110
Stephen Curry,1,3PT Field Goal,26,-19,268
Stephen Curry,1,2PT Field Goal,17,13,175
Stephen Curry,1,2PT Field Goal,6,-60,30
Stephen Curry,0,3PT Field Goal,24,-79,227
Stephen Curry,1,2PT Field Goal,20,-196,60
Stephen Curry,1,3PT Field Goal,25,-87,239
Stephen Curry,0,2PT Field Goal,21,-169,138
Stephen Curry,1,2PT Field Goal,20,-134,154
Stephen Curry,1,2PT Field Goal,12,-13,124
Stephen Curry,1,2PT Field Goal,19,-133,137
Stephen Curry,1,3PT Field Goal,25,-157,195
Stephen Curry,0,3PT Field Goal,24,15,241
Stephen Curry,1,2PT Field Goal,19,75,181
Stephen Curry,1,2PT Field Goal,12,26,127
Stephen Curry,1,3PT Field Goal,29,203,209
Stephen Curry,1,3PT Field Goal,22,226,23
Stephen Curry,0,3PT Field Goal,25,-168,192
Stephen Curry,0,3PT Field Goal,23,-232,3
Stephen Curry,1,3PT Field Goal,25,-155,198
Stephen Curry,1,3PT Field Goal,24,146,200
Stephen Curry,1,3PT Field Goal,25,32,257
Stephen Curry,1,2PT Field Goal,21,-75,205
Stephen Curry,0,2PT Field Goal,18,-27,183
Stephen Curry,1,3PT Field Goal,25,-84,241
Stephen Curry,0,2PT Field Goal,8,-89,7
Stephen Curry,1,2PT Field Goal,5,47,36
Stephen Curry,1,3PT Field Goal,25,88,242
Stephen Curry,1,3PT Field Goal,26,-163,206
Stephen Curry,1,3PT Field Goal,25,-89,242
Stephen Curry,1,2PT Field Goal,18,-81,170
Stephen Curry,1,3PT Field Goal,25,-4,257
Stephen Curry,0,2PT Field Goal,10,95,52
Stephen Curry,0,3PT Field Goal,25,4,258
Stephen Curry,0,2PT Field Goal,19,-141,137
Stephen Curry,1,3PT Field Goal,26,-29,263
Stephen Curry,1,3PT Field Goal,27,-114,247
Stephen Curry,0,3PT Field Goal,26,114,239
Stephen Curry,0,3PT Field Goal,25,173,189
Stephen Curry,1,3PT Field Goal,24,242,31
Stephen Curry,1,3PT Field Goal,24,24,246
Stephen Curry,0,3PT Field Goal,24,-144,203
Stephen Curry,0,3PT Field Goal,25,86,244
Stephen Curry,1,3PT Field Goal,24,-231,86
Stephen Curry,1,3PT Field Goal,24,-59,241
Stephen Curry,1,3PT Field Goal,25,160,194
Stephen Curry,1,3PT Field Goal,25,51,247
Stephen Curry,1,3PT Field Goal,24,-15,246
Stephen Curry,1,3PT Field Goal,24,-201,138
Stephen Curry,0,2PT Field Goal,13,62,121
Stephen Curry,1,3PT Field Goal,24,-136,203
Stephen Curry,0,3PT Field Goal,24,236,44
Stephen Curry,0,3PT Field Goal,24,-168,179
Stephen Curry,0,3PT Field Goal,25,141,209
Stephen Curry,0,2PT Field Goal,21,-127,170
Stephen Curry,0,2PT Field Goal,21,-97,192
Stephen Curry,0,3PT Field Goal,29,-48,295
Stephen Curry,1,3PT Field Goal,26,-15,260
Stephen Curry,0,3PT Field Goal,25,125,227
Stephen Curry,0,2PT Field Goal,4,-24,33
Stephen Curry,0,3PT Field Goal,25,89,238
Stephen Curry,0,2PT Field Goal,22,21,228
Stephen Curry,0,3PT Field Goal,23,-232,14
Stephen Curry,0,2PT Field Goal,19,17,190
Stephen Curry,1,3PT Field Goal,24,-242,-8
Stephen Curry,1,3PT Field Goal,25,92,233
Stephen Curry,1,3PT Field Goal,24,84,231
Stephen Curry,0,3PT Field Goal,40,-202,353
Stephen Curry,1,2PT Field Goal,4,40,6
Stephen Curry,1,3PT Field Goal,24,21,246
Stephen Curry,1,3PT Field Goal,25,26,252
Stephen Curry,0,3PT Field Goal,26,61,260
Stephen Curry,0,3PT Field Goal,24,-60,242
Stephen Curry,0,3PT Field Goal,28,165,235
Stephen Curry,0,3PT Field Goal,25,173,183
Stephen Curry,0,2PT Field Goal,4,39,30
Stephen Curry,0,2PT Field Goal,19,132,146
Stephen Curry,0,2PT Field Goal,3,0,33
Stephen Curry,0,2PT Field Goal,18,-130,127
Stephen Curry,0,3PT Field Goal,25,-5,255
Stephen Curry,1,3PT Field Goal,23,230,22
Stephen Curry,1,3PT Field Goal,24,-229,89
Stephen Curry,0,3PT Field Goal,31,212,239
Stephen Curry,1,3PT Field Goal,24,116,217
Stephen Curry,1,3PT Field Goal,26,143,219
Stephen Curry,1,3PT Field Goal,25,-217,134
Stephen Curry,1,3PT Field Goal,25,214,137
Stephen Curry,0,3PT Field Goal,23,237,-6
Stephen Curry,0,2PT Field Goal,8,-18,88
Stephen Curry,0,3PT Field Goal,26,203,167
Stephen Curry,0,2PT Field Goal,16,32,159
Stephen Curry,0,3PT Field Goal,25,121,230
Stephen Curry,1,3PT Field Goal,22,-228,1
Stephen Curry,1,3PT Field Goal,24,15,249
Stephen Curry,1,3PT Field Goal,25,-4,250
Stephen Curry,0,3PT Field Goal,26,124,236
Stephen Curry,0,3PT Field Goal,25,-116,225
Stephen Curry,1,3PT Field Goal,26,34,263
Stephen Curry,1,2PT Field Goal,17,152,82
Stephen Curry,1,3PT Field Goal,25,214,137
Stephen Curry,1,3PT Field Goal,23,-235,-10
Stephen Curry,1,2PT Field Goal,21,165,143
Stephen Curry,1,3PT Field Goal,25,135,213
Stephen Curry,1,3PT Field Goal,24,-18,247
Stephen Curry,0,3PT Field Goal,27,-130,247
Stephen Curry,0,3PT Field Goal,26,203,173
Stephen Curry,0,2PT Field Goal,15,110,115
Stephen Curry,0,3PT Field Goal,25,-98,235
Stephen Curry,0,2PT Field Goal,17,-130,123
Stephen Curry,0,2PT Field Goal,3,-29,19
Stephen Curry,0,3PT Field Goal,23,193,140
Stephen Curry,0,3PT Field Goal,27,192,197
Stephen Curry,0,3PT Field Goal,25,-210,145
Stephen Curry,0,3PT Field Goal,25,168,187
Stephen Curry,0,2PT Field Goal,22,122,189
Stephen Curry,1,3PT Field Goal,23,15,239
Stephen Curry,0,2PT Field Goal,4,-23,36
Stephen Curry,0,3PT Field Goal,27,177,208
Stephen Curry,0,2PT Field Goal,21,102,189
Stephen Curry,0,3PT Field Goal,27,-34,272
Stephen Curry,0,3PT Field Goal,22,223,31
Stephen Curry,1,3PT Field Goal,26,-68,255
Stephen Curry,0,3PT Field Goal,26,-194,184
Stephen Curry,0,3PT Field Goal,26,-111,244
Stephen Curry,0,3PT Field Goal,24,42,242
Stephen Curry,0,3PT Field Goal,24,-131,205
Stephen Curry,0,3PT Field Goal,25,-128,217
Stephen Curry,0,3PT Field Goal,26,116,242
Stephen Curry,0,3PT Field Goal,25,230,107
Stephen Curry,0,3PT Field Goal,24,239,26
Stephen Curry,1,3PT Field Goal,26,-127,236
Stephen Curry,0,3PT Field Goal,24,37,247
Stephen Curry,0,2PT Field Goal,20,-207,-14
Stephen Curry,0,3PT Field Goal,24,-172,175
Stephen Curry,0,3PT Field Goal,26,91,252
Stephen Curry,0,2PT Field Goal,10,0,107
Stephen Curry,0,3PT Field Goal,22,226,9
Stephen Curry,0,2PT Field Goal,18,119,146
Stephen Curry,0,2PT Field Goal,16,168,4
Stephen Curry,0,2PT Field Goal,16,-157,31
Stephen Curry,0,2PT Field Goal,23,-160,168
Stephen Curry,0,3PT Field Goal,25,18,252
Stephen Curry,0,2PT Field Goal,21,-18,217
Stephen Curry,0,2PT Field Goal,18,-133,134
Stephen Curry,0,3PT Field Goal,25,64,246
Stephen Curry,0,2PT Field Goal,22,140,172
Stephen Curry,0,3PT Field Goal,27,-27,272
Stephen Curry,0,3PT Field Goal,26,124,235
Stephen Curry,0,3PT Field Goal,23,-232,6
Stephen Curry,0,3PT Field Goal,26,118,241
Stephen Curry,0,3PT Field Goal,23,-237,6
Stephen Curry,0,3PT Field Goal,25,-56,250
Stephen Curry,0,3PT Field Goal,27,129,242
Stephen Curry,0,3PT Field Goal,29,77,285
Stephen Curry,0,3PT Field Goal,25,171,183
Stephen Curry,0,3PT Field Goal,26,146,222
Stephen Curry,0,3PT Field Goal,23,147,189
Stephen Curry,0,2PT Field Goal,20,-68,189
Stephen Curry,1,3PT Field Goal,25,-100,233
Stephen Curry,1,3PT Field Goal,24,-199,145
Stephen Curry,0,3PT Field Goal,24,-243,0
Stephen Curry,1,3PT Field Goal,26,-52,255
Stephen Curry,0,3PT Field Goal,27,-183,205
Stephen Curry,0,2PT Field Goal,20,-109,170
Stephen Curry,0,3PT Field Goal,24,106,225
Stephen Curry,0,2PT Field Goal,3,0,37
Stephen Curry,0,3PT Field Goal,24,100,225
Stephen Curry,0,2PT Field Goal,9,-10,99
Stephen Curry,0,2PT Field Goal,10,-4,102
Stephen Curry,1,2PT Field Goal,15,-62,138
Stephen Curry,1,3PT Field Goal,23,-229,26
Stephen Curry,1,2PT Field Goal,17,-119,131
Stephen Curry,0,2PT Field Goal,3,-2,33
Stephen Curry,0,3PT Field Goal,24,12,247
Stephen Curry,0,3PT Field Goal,25,65,246
Stephen Curry,0,3PT Field Goal,25,147,203
Stephen Curry,0,3PT Field Goal,24,-4,244
Stephen Curry,0,3PT Field Goal,25,218,138
Stephen Curry,0,2PT Field Goal,22,-188,119
Stephen Curry,0,2PT Field Goal,17,-101,146
Stephen Curry,0,3PT Field Goal,24,-10,247
Stephen Curry,0,3PT Field Goal,24,-71,235
Stephen Curry,1,3PT Field Goal,25,23,255
Stephen Curry,0,3PT Field Goal,25,174,189
Stephen Curry,0,3PT Field Goal,24,84,233
Stephen Curry,0,2PT Field Goal,21,-101,189
Stephen Curry,0,3PT Field Goal,25,24,254
Stephen Curry,1,3PT Field Goal,28,13,280
Stephen Curry,0,2PT Field Goal,19,10,195
Stephen Curry,0,3PT Field Goal,25,-34,257
Stephen Curry,0,3PT Field Goal,27,-201,190
Stephen Curry,0,3PT Field Goal,24,-164,187
Stephen Curry,0,3PT Field Goal,25,86,241
Stephen Curry,0,2PT Field Goal,21,193,105
Stephen Curry,0,3PT Field Goal,28,-136,252
Stephen Curry,0,3PT Field Goal,25,-78,246
Stephen Curry,0,3PT Field Goal,25,103,235
Stephen Curry,0,3PT Field Goal,23,236,6
Stephen Curry,0,2PT Field Goal,5,-46,28
Stephen Curry,0,2PT Field Goal,12,119,31
Stephen Curry,0,2PT Field Goal,16,-130,97
Stephen Curry,0,3PT Field Goal,23,-235,25
Stephen Curry,0,2PT Field Goal,3,26,22
Stephen Curry,0,3PT Field Goal,28,-127,252
Stephen Curry,0,2PT Field Goal,21,-210,42
Stephen Curry,0,3PT Field Goal,25,147,213
Stephen Curry,0,3PT Field Goal,24,-109,220
Stephen Curry,0,3PT Field Goal,25,-119,222
Stephen Curry,0,3PT Field Goal,23,-229,26
Stephen Curry,0,2PT Field Goal,8,0,88
Stephen Curry,0,3PT Field Goal,25,-128,217
Stephen Curry,0,3PT Field Goal,26,179,192
Stephen Curry,0,3PT Field Goal,24,127,214
Stephen Curry,0,3PT Field Goal,25,-202,149
Stephen Curry,0,3PT Field Goal,28,-136,246
Stephen Curry,0,2PT Field Goal,19,-82,179
Stephen Curry,0,3PT Field Goal,24,176,175
Stephen Curry,0,3PT Field Goal,25,220,124
Stephen Curry,0,3PT Field Goal,25,-21,255
Stephen Curry,0,3PT Field Goal,24,209,126
Stephen Curry,0,3PT Field Goal,23,233,56
Stephen Curry,0,2PT Field Goal,21,24,216
Stephen Curry,0,3PT Field Goal,25,-127,219
Stephen Curry,0,3PT Field Goal,25,-70,246
Stephen Curry,0,3PT Field Goal,24,-16,249
Stephen Curry,0,3PT Field Goal,25,146,208
Stephen Curry,0,2PT Field Goal,16,24,159
Stephen Curry,0,3PT Field Goal,27,9,272
Stephen Curry,0,3PT Field Goal,26,-166,206
Stephen Curry,0,2PT Field Goal,20,-103,173
Stephen Curry,0,3PT Field Goal,26,174,201
Stephen Curry,0,3PT Field Goal,25,200,164
Stephen Curry,0,2PT Field Goal,21,72,203
Stephen Curry,0,3PT Field Goal,26,-101,242
Stephen Curry,0,2PT Field Goal,19,-149,119
Stephen Curry,0,2PT Field Goal,5,-15,53
Stephen Curry,0,2PT Field Goal,8,-27,80
Stephen Curry,1,3PT Field Goal,26,91,247
Stephen Curry,0,3PT Field Goal,28,-34,287
Stephen Curry,1,3PT Field Goal,25,147,209
Stephen Curry,0,2PT Field Goal,16,122,116
Stephen Curry,1,3PT Field Goal,25,144,213
Stephen Curry,0,2PT Field Goal,23,94,216
Stephen Curry,1,3PT Field Goal,25,21,255
Stephen Curry,0,3PT Field Goal,28,146,241
Stephen Curry,1,2PT Field Goal,22,129,183
Stephen Curry,0,3PT Field Goal,24,-166,186
Stephen Curry,0,3PT Field Goal,25,124,225
Stephen Curry,0,2PT Field Goal,22,-185,127
Stephen Curry,0,3PT Field Goal,28,195,201
Stephen Curry,0,3PT Field Goal,25,108,230
Stephen Curry,0,3PT Field Goal,25,-149,208
Stephen Curry,0,3PT Field Goal,24,173,172
Stephen Curry,0,2PT Field Goal,16,-164,0
Stephen Curry,0,3PT Field Goal,24,-109,219
Stephen Curry,0,3PT Field Goal,26,125,236
Stephen Curry,0,2PT Field Goal,20,-163,116
Stephen Curry,0,3PT Field Goal,24,59,241
Stephen Curry,0,2PT Field Goal,12,0,126
Stephen Curry,0,3PT Field Goal,24,-183,159
